일자,시각,경기결과,중계사,구장
9.13 (화),18:30,KT  5:2  한화,MBC SPORTS+,대전
9.13 (화),18:30,LG  5:0  두산,KBS N SPORTS,잠실
9.13 (화),18:30,SSG  8:9  롯데,SPOTV2,사직
9.13 (화),18:30,삼성  3:1  NC,SPOTV,창원
9.13 (화),18:30,키움  4:1  KIA,SBS SPORTS,광주
