일자,시각,경기결과,중계사,구장
8.30 (화),18:30,KIA  VS 한화  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대전
8.30 (화),18:30,롯데  5:6  키움,SPOTV2,고척
8.30 (화),18:30,NC  VS LG  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,잠실
8.30 (화),18:30,두산  VS KT  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,수원
8.30 (화),18:30,SSG  VS 삼성  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대구
