일자,시각,경기결과,중계사,구장
4.16 (토),14:00,삼성  2:6  SSG,SBS,문학
4.16 (토),17:00,KIA  14:0  NC,SPOTV2,창원
4.16 (토),17:00,KT  8:0  롯데,SBS SPORTS,사직
4.16 (토),17:00,LG  6:2  한화,SPOTV,대전
4.16 (토),17:00,키움  1:4  두산,"KBS N SPORTS, MBC SPORTS+",잠실
