일자,시각,경기결과,중계사,구장
5.13 (금),18:30,KIA  10:1  LG,SPOTV,잠실
5.13 (금),18:30,롯데  8:1  한화,SPOTV2,대전
5.13 (금),18:30,NC  6:2  SSG,MBC SPORTS+,문학
5.13 (금),18:30,두산  VS 삼성  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대구
5.13 (금),18:30,키움  7:5  KT,KBS N SPORTS,수원
