일자,시각,경기결과,중계사,구장
6.9 (목),18:30,한화  7:16  두산,MBC SPORTS+,잠실
6.9 (목),18:30,KT  7:1  키움,SPOTV2,고척
6.9 (목),18:30,LG  1:5  KIA,KBS N SPORTS,광주
6.9 (목),18:30,SSG  4:5  NC,SPOTV,창원
6.9 (목),18:30,삼성  6:7  롯데,SBS SPORTS,사직
