일자,시각,경기결과,중계사,구장
7.6 (수),18:30,KT  8:1  KIA,SBS SPORTS,광주
7.6 (수),18:30,LG  10:9  삼성,KBS N SPORTS,대구
7.6 (수),18:30,롯데  12:5  SSG,MBC SPORTS+,문학
7.6 (수),18:30,NC  4:3  한화,SPOTV2,대전
7.6 (수),18:30,키움  2:5  두산,SPOTV,잠실
