일자,시각,경기결과,중계사,구장
8.31 (수),18:30,KIA  4:3  한화,SBS SPORTS,대전
8.31 (수),18:30,롯데  4:5  키움,SPOTV2,고척
8.31 (수),18:30,NC  3:5  LG,SPOTV,잠실
8.31 (수),18:30,두산  2:5  KT,KBS N SPORTS,수원
8.31 (수),18:30,SSG  1:2  삼성,MBC SPORTS+,대구
