일자,시각,경기결과,중계사,구장
5.31 (화),18:30,KIA  13:10  두산,MBC SPORTS+,잠실
5.31 (화),18:30,KT  2:1  SSG,SPOTV2,문학
5.31 (화),18:30,LG  5:7  롯데,SPOTV,사직
5.31 (화),18:30,NC  10:5  한화,SBS SPORTS,대전
5.31 (화),18:30,삼성  2:3  키움,KBS N SPORTS,고척
