일자,시각,경기결과,중계사,구장
5.3 (화),18:30,한화  2:4  SSG,SPOTV,문학
5.3 (화),18:30,롯데  5:10  KT,SBS SPORTS,수원
5.3 (화),18:30,NC  10:6  삼성,KBS N SPORTS,대구
5.3 (화),18:30,두산  3:4  LG,SPOTV2,잠실
5.3 (화),18:30,키움  7:1  KIA,MBC SPORTS+,광주
