일자,시각,경기결과,중계사,구장
9.18 (일),14:00,한화  5:1  LG,MBC SPORTS+,잠실
9.18 (일),14:00,KIA  6:9  삼성,KBS N SPORTS,대구
9.18 (일),14:00,롯데  3:6  KT,SPOTV2,수원
9.18 (일),14:00,NC  5:1  키움,SBS SPORTS,고척
9.18 (일),14:00,두산  13:14  SSG,SPOTV,문학
