일자,시각,경기결과,중계사,구장
6.8 (수),18:30,한화  5:1  두산,MBC SPORTS+,잠실
6.8 (수),18:30,KT  5:5  키움,SPOTV2,고척
6.8 (수),18:30,LG  11:7  KIA,KBS N SPORTS,광주
6.8 (수),18:30,SSG  2:2  NC,SPOTV,창원
6.8 (수),18:30,삼성  4:2  롯데,SBS SPORTS,사직
