일자,시각,경기결과,중계사,구장
8.20 (토),14:00,SSG  14:7  키움,SPOTV,고척
8.20 (토),18:00,한화  5:3  롯데,KBS N SPORTS,사직
8.20 (토),18:00,KIA  5:2  KT,MBC SPORTS+,수원
8.20 (토),18:00,NC  VS 삼성  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대구
8.20 (토),18:00,두산  1:6  LG,SPOTV2,잠실
