일자,시각,경기결과,중계사,구장
6.28 (화),18:30,KIA  2:5  키움,SPOTV,고척
6.28 (화),18:30,KT  14:4  삼성,KBS N SPORTS,대구
6.28 (화),18:30,NC  0:5  LG,MBC SPORTS+,잠실
6.28 (화),18:30,두산  3:3  롯데,SBS SPORTS,사직
6.28 (화),18:30,SSG  3:6  한화,SPOTV2,대전
