일자,시각,경기결과,중계사,구장
5.12 (목),18:30,한화  7:11  LG,MBC SPORTS+,잠실
5.12 (목),18:30,KT  4:5  KIA,SBS SPORTS,광주
5.12 (목),18:30,NC  4:2  롯데,KBS N SPORTS,사직
5.12 (목),18:30,두산  3:2  키움,SPOTV,고척
5.12 (목),18:30,SSG  2:4  삼성,SPOTV2,대구
