일자,시각,경기결과,중계사,구장
5.17 (화),18:30,KIA  4:3  롯데,KBS N SPORTS,사직
5.17 (화),18:30,LG  2:3  KT,SBS SPORTS,수원
5.17 (화),18:30,SSG  9:9  두산,SPOTV2,잠실
5.17 (화),18:30,삼성  3:4  한화,SPOTV,대전
5.17 (화),18:30,키움  11:4  NC,MBC SPORTS+,창원
