일자,시각,경기결과,중계사,구장
5.20 (금),18:30,한화  3:4  키움,SPOTV2,고척
5.20 (금),18:30,KT  5:1  삼성,SBS SPORTS,대구
5.20 (금),18:30,LG  4:5  SSG,SPOTV,문학
5.20 (금),18:30,롯데  4:0  두산,KBS N SPORTS,잠실
5.20 (금),18:30,NC  3:5  KIA,MBC SPORTS+,광주
