일자,시각,경기결과,중계사,구장
9.15 (목),18:30,한화  2:1  KIA,SBS SPORTS,광주
9.15 (목),18:30,KT  0:2  LG,SPOTV,잠실
9.15 (목),18:30,두산  3:13  삼성,MBC SPORTS+,대구
9.15 (목),18:30,SSG  0:6  NC,SPOTV2,창원
9.15 (목),18:30,키움  2:4  롯데,KBS N SPORTS,사직
