일자,시각,경기결과,중계사,구장
6.14 (화),18:30,KIA  VS NC  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,창원
6.14 (화),18:30,롯데  VS 한화  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대전
6.14 (화),18:30,두산  0:2  키움,KBS N SPORTS,고척
6.14 (화),18:30,SSG  4:5  KT,SPOTV2,수원
6.14 (화),18:30,삼성  0:7  LG,SPOTV,잠실
