일자,시각,경기결과,중계사,구장
8.28 (일),17:00,한화  4:5  삼성,KBS N SPORTS,대구
8.28 (일),17:00,KT  0:5  NC,SBS SPORTS,창원
8.28 (일),17:00,롯데  4:2  SSG,SPOTV,문학
8.28 (일),17:00,두산  6:11  KIA,MBC SPORTS+,광주
8.28 (일),17:00,키움  0:7  LG,SPOTV2,잠실
