일자,시각,경기결과,중계사,구장
5.1 (일),14:00,한화  2:1  NC,KBS N SPORTS,창원
5.1 (일),14:00,KT  3:9  키움,SPOTV,고척
5.1 (일),14:00,롯데  4:0  LG,SBS SPORTS,잠실
5.1 (일),14:00,두산  9:0  SSG,SPOTV2,문학
5.1 (일),14:00,삼성  6:3  KIA,MBC SPORTS+,광주
