일자,시각,경기결과,중계사,구장
4.7 (목),18:30,한화  2:6  KIA,KBS N SPORTS,광주
4.7 (목),18:30,LG  6:0  키움,SPOTV2,고척
4.7 (목),18:30,롯데  2:1  NC,MBC SPORTS+,창원
4.7 (목),18:30,SSG  4:3  KT,"네이버, wavve Seezn, U+프로야구 DAUM",수원
4.7 (목),18:30,삼성  5:6  두산,SPOTV,잠실
