일자,시각,경기결과,중계사,구장
9.21 (수),18:30,KT  4:3  SSG,MBC SPORTS+,문학
9.21 (수),18:30,LG  11:2  KIA,SBS SPORTS,광주
9.21 (수),18:30,롯데  9:0  한화,KBS N SPORTS,대전
9.21 (수),18:30,NC  5:1  두산,SPOTV2,잠실
9.21 (수),18:30,삼성  4:5  키움,SPOTV,고척
