일자,시각,경기결과,중계사,구장
6.5 (일),17:00,KIA  2:2  KT,SBS SPORTS,수원
6.5 (일),17:00,롯데  VS NC  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,창원
6.5 (일),17:00,두산  VS 삼성  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대구
6.5 (일),17:00,SSG  2:0  LG,MBC SPORTS+,잠실
6.5 (일),17:00,키움  VS 한화  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,대전
