일자,시각,경기결과,중계사,구장
9.20 (화),18:30,KT  2:4  SSG,MBC SPORTS+,문학
9.20 (화),18:30,LG  11:1  KIA,SBS SPORTS,광주
9.20 (화),18:30,롯데  8:6  한화,KBS N SPORTS,대전
9.20 (화),18:30,NC  2:8  두산,SPOTV2,잠실
9.20 (화),18:30,삼성  10:2  키움,SPOTV,고척
