일자,시각,경기결과,중계사,구장
5.22 (일),14:00,한화  6:5  키움,SPOTV2,고척
5.22 (일),14:00,KT  3:4  삼성,SBS SPORTS,대구
5.22 (일),14:00,LG  1:3  SSG,SPOTV,문학
5.22 (일),14:00,롯데  5:4  두산,KBS N SPORTS,잠실
5.22 (일),14:00,NC  6:8  KIA,MBC SPORTS+,광주
