일자,시각,경기결과,중계사,구장
8.4 (목),18:30,KIA  1:4  한화,MBC SPORTS+,대전
8.4 (목),18:30,KT  3:4  NC,SPOTV,창원
8.4 (목),18:30,LG  12:2  롯데,SBS SPORTS,사직
8.4 (목),18:30,SSG  6:5  키움,SPOTV2,고척
8.4 (목),18:30,삼성  9:2  두산,KBS N SPORTS,잠실
