일자,시각,경기결과,중계사,구장
5.15 (일),14:00,KIA  3:6  LG,SPOTV,잠실
5.15 (일),14:00,롯데  4:8  한화,SPOTV2,대전
5.15 (일),14:00,NC  8:7  SSG,MBC SPORTS+,문학
5.15 (일),14:00,두산  3:4  삼성,SBS SPORTS,대구
5.15 (일),14:00,키움  5:1  KT,KBS N SPORTS,수원
