일자,시각,경기결과,중계사,구장
4.22 (금),18:30,KIA  5:4  키움,KBS N SPORTS,고척
4.22 (금),18:30,LG  5:1  두산,SPOTV,잠실
4.22 (금),18:30,롯데  8:2  삼성,SBS SPORTS,대구
4.22 (금),18:30,NC  3:4  KT,SPOTV2,수원
4.22 (금),18:30,SSG  0:2  한화,MBC SPORTS+,대전
