일자,시각,경기결과,중계사,구장
6.1 (수),17:00,KIA  7:3  두산,MBC SPORTS+,잠실
6.1 (수),17:00,KT  1:2  SSG,SPOTV2,문학
6.1 (수),17:00,LG  14:5  롯데,SPOTV,사직
6.1 (수),17:00,NC  0:3  한화,SBS SPORTS,대전
6.1 (수),17:00,삼성  4:2  키움,KBS N SPORTS,고척
