일자,시각,경기결과,중계사,구장
7.28 (목),18:30,한화  3:3  삼성,MBC SPORTS+,포항
7.28 (목),18:30,LG  4:5  SSG,KBS N SPORTS,문학
7.28 (목),18:30,롯데  5:8  두산,SPOTV,잠실
7.28 (목),18:30,NC  6:2  KIA,SBS SPORTS,광주
7.28 (목),18:30,키움  2:8  KT,SPOTV2,수원
