일자,시각,경기결과,중계사,구장
6.4 (토),17:00,KIA  3:4  KT,SBS SPORTS,수원
6.4 (토),17:00,롯데  3:2  NC,SPOTV2,창원
6.4 (토),17:00,두산  16:8  삼성,SPOTV,대구
6.4 (토),17:00,SSG  2:6  LG,MBC SPORTS+,잠실
6.4 (토),17:00,키움  4:3  한화,KBS N SPORTS,대전
