일자,시각,경기결과,중계사,구장
4.13 (수),18:30,한화  1:12  삼성,SBS SPORTS,대구
4.13 (수),18:30,롯데  VS KIA  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,광주
4.13 (수),18:30,NC  4:5  키움,MBC SPORTS+,고척
4.13 (수),18:30,두산  VS KT  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,수원
4.13 (수),18:30,SSG  4:2  LG,KBS N SPORTS,잠실
