일자,시각,경기결과,중계사,구장
5.27 (금),18:30,한화  4:0  KT,SBS SPORTS,수원
5.27 (금),18:30,두산  6:1  NC,MBC SPORTS+,창원
5.27 (금),18:30,SSG  8:1  KIA,SPOTV,광주
5.27 (금),18:30,삼성  0:5  LG,SPOTV2,잠실
5.27 (금),18:30,키움  8:0  롯데,KBS N SPORTS,사직
