일자,시각,경기결과,중계사,구장
8.6 (토),18:00,한화  2:4  KT,KBS N SPORTS,수원
8.6 (토),18:00,NC  10:1  롯데,SBS SPORTS,사직
8.6 (토),18:00,두산  7:4  KIA,SPOTV,광주
8.6 (토),18:00,삼성  6:7  SSG,MBC SPORTS+,문학
8.6 (토),18:00,키움  3:12  LG,SPOTV2,잠실
