일자,시각,경기결과,중계사,구장
4.27 (수),18:30,KIA  1:3  KT,SBS SPORTS,수원
4.27 (수),18:30,LG  7:0  삼성,KBS N SPORTS,대구
4.27 (수),18:30,NC  5:6  두산,MBC SPORTS+,잠실
4.27 (수),18:30,SSG  1:1  롯데,SPOTV2,사직
4.27 (수),18:30,키움  7:0  한화,SPOTV,대전
