일자,시각,경기결과,중계사,구장
4.20 (수),18:30,한화  0:7  롯데,SBS SPORTS,사직
4.20 (수),18:30,KT  5:3  LG,SPOTV2,잠실
4.20 (수),18:30,두산  4:3  KIA,MBC SPORTS+,광주
4.20 (수),18:30,삼성  0:3  NC,SPOTV,창원
4.20 (수),18:30,키움  1:6  SSG,KBS N SPORTS,문학
