일자,시각,경기결과,중계사,구장
8.18 (목),18:30,KT  0:1  롯데,SBS SPORTS,사직
8.18 (목),18:30,LG  8:4  SSG,SPOTV,문학
8.18 (목),18:30,NC  14:8  KIA,KBS N SPORTS,광주
8.18 (목),18:30,삼성  7:4  한화,SPOTV2,대전
8.18 (목),18:30,키움  2:10  두산,MBC SPORTS+,잠실
