일자,시각,경기결과,중계사,구장
8.2 (화),18:30,KIA  4:5  한화,MBC SPORTS+,대전
8.2 (화),18:30,KT  VS NC  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,창원
8.2 (화),18:30,LG  3:4  롯데,SBS SPORTS,사직
8.2 (화),18:30,SSG  7:5  키움,SPOTV2,고척
8.2 (화),18:30,삼성  VS 두산  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,잠실
