일자,시각,경기결과,중계사,구장
9.8 (목),18:30,한화  5:4  두산,SBS SPORTS,잠실
9.8 (목),18:30,KIA  9:4  SSG,KBS N SPORTS,문학
9.8 (목),18:30,LG  2:3  키움,SPOTV,고척
9.8 (목),18:30,롯데  2:1  삼성,MBC SPORTS+,대구
9.8 (목),18:30,NC  8:3  KT,SPOTV2,수원
