일자,시각,경기결과,중계사,구장
8.12 (금),18:30,KIA  6:7  삼성,KBS N SPORTS,대구
8.12 (금),18:30,KT  9:5  SSG,SPOTV2,문학
8.12 (금),18:30,LG  6:5  한화,SPOTV,대전
8.12 (금),18:30,롯데  4:1  키움,MBC SPORTS+,고척
8.12 (금),18:30,NC  1:7  두산,SBS SPORTS,잠실
