일자,시각,경기결과,중계사,구장
9.29 (목),18:30,KT  VS LG,SBS SPORTS,잠실
9.29 (목),18:30,롯데  VS KIA,SPOTV2,광주
9.29 (목),18:30,NC  VS 삼성,KBS N SPORTS,대구
9.29 (목),18:30,두산  VS 한화,MBC SPORTS+,대전
9.29 (목),18:30,키움  VS SSG,SPOTV,문학
