일자,시각,경기결과,중계사,구장
5.6 (금),18:30,KIA  13:2  한화,KBS N SPORTS,대전
5.6 (금),18:30,KT  6:0  두산,SBS SPORTS,잠실
5.6 (금),18:30,LG  15:8  NC,SPOTV2,창원
5.6 (금),18:30,SSG  2:9  키움,SPOTV,고척
5.6 (금),18:30,삼성  5:0  롯데,MBC SPORTS+,사직
