일자,시각,경기결과,중계사,구장
4.29 (금),18:30,한화  4:9  NC,KBS N SPORTS,창원
4.29 (금),18:30,KT  6:4  키움,SPOTV,고척
4.29 (금),18:30,롯데  9:4  LG,SBS SPORTS,잠실
4.29 (금),18:30,두산  7:8  SSG,SPOTV2,문학
4.29 (금),18:30,삼성  4:3  KIA,MBC SPORTS+,광주
