일자,시각,경기결과,중계사,구장
6.29 (수),18:30,KIA  0:1  키움,SPOTV,고척
6.29 (수),18:30,KT  2:8  삼성,KBS N SPORTS,대구
6.29 (수),18:30,NC  VS LG  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,잠실
6.29 (수),18:30,두산  VS 롯데  경기취소,해당 경기는 현지 사정으로 취소되었습니다.,사직
6.29 (수),18:30,SSG  8:3  한화,SPOTV2,대전
